Cell	BCR_ABL	Patient	Stage	process_date	input	mapped_reads	percent	n_detected_genes	used4analysis
OX824A2	positive	OX824	diagnosis	batch1	218395	127188	58.23759701	4848	1
OX824A3	negative	OX824	diagnosis	batch1	5227691	2077680	39.74374155	3876	1
OX824A4	negative	OX824	diagnosis	batch1	982579	176272	17.939728	4712	1
OX824A7	negative	OX824	diagnosis	batch2	1274239	1031288	80.93363961	3629	1
OX824A8	negative	OX824	diagnosis	batch2	4325599	3937400	91.02554351	4810	1
OX824A9	negative	OX824	diagnosis	batch2	2899844	2622416	90.4330026	3716	1
OX824B1	negative	OX824	diagnosis	batch1	5050649	3754902	74.34494062	5196	1
OX824B10	negative	OX824	diagnosis	batch2	2551966	2224757	87.1781599	3233	1
OX824B11	negative	OX824	diagnosis	batch2	6340416	5375666	84.78412142	2723	1
OX824B12	negative_low_gapdh	OX824	diagnosis	batch2	8173650	6847388	83.77393209	3551	1
OX824B2	negative	OX824	diagnosis	batch1	2974121	2041114	68.62915127	3540	1
OX824B4	positive	OX824	diagnosis	batch1	3953432	2445169	61.84927425	5579	1
OX824B6	negative	OX824	diagnosis	batch1	1473322	927427	62.94801815	4239	0
OX824B6_merged	negative	OX824	diagnosis	batch2	7124096	4492602	63.0620643	4183	1
OX824B6_reseq	negative	OX824	diagnosis	batch2	5650774	3564039	63.07169602	4170	0
OX824B7	negative	OX824	diagnosis	batch2	1972756	1782807	90.37138906	3211	1
OX824B8	negative	OX824	diagnosis	batch2	3214780	2737240	85.14548429	3332	1
OX824B9	negative	OX824	diagnosis	batch2	6685678	5975123	89.37198292	3787	1
OX824C1	negative	OX824	diagnosis	batch1	2996895	2167771	72.33389892	4678	1
OX824C10	negative	OX824	diagnosis	batch2	4014711	3542483	88.23755932	3546	1
OX824C11	negative_low_gapdh	OX824	diagnosis	batch2	7249987	921166	12.70576071	5402	1
OX824C2	negative	OX824	diagnosis	batch1	1983838	1067438	53.80671204	3089	0
OX824C2_merged	negative	OX824	diagnosis	batch2	19981275	10704445	53.57238214	2849	1
OX824C2_reseq	negative	OX824	diagnosis	batch2	17997437	9636252	53.54235717	2827	0
OX824C3	negative	OX824	diagnosis	batch1	4808129	1463032	30.42830174	3314	1
OX824C6	negative_low_gapdh	OX824	diagnosis	batch1	11455178	5553917	48.4838996	3032	1
OX824C8	negative	OX824	diagnosis	batch2	5095730	4591465	90.10416564	3007	1
OX824C9	negative	OX824	diagnosis	batch2	4183372	3650323	87.2579106	3730	1
OX824D1	negative	OX824	diagnosis	batch1	4019271	2806480	69.82559773	3085	1
OX824D10	negative	OX824	diagnosis	batch2	5934726	5228813	88.10538178	3278	1
OX824D11	negative	OX824	diagnosis	batch2	6076701	5114269	84.1619326	2750	1
OX824D2	negative	OX824	diagnosis	batch1	2987665	1788259	59.85473606	3700	0
OX824D2_merged	negative	OX824	diagnosis	batch2	18295342	10974362	59.98445943	3636	1
OX824D2_reseq	negative	OX824	diagnosis	batch2	15307677	9185761	60.00754393	3588	0
OX824D3	negative_low_gapdh	OX824	diagnosis	batch1	26341	10202	38.73049618	1842	0
OX824D3_merged	negative_low_gapdh	OX824	diagnosis	batch2	8540434	1396696	16.353923	3384	1
OX824D3_reseq	negative_low_gapdh	OX824	diagnosis	batch2	8514093	1386495	16.28470584	2864	0
OX824D8	negative	OX824	diagnosis	batch2	5989281	5271751	88.01976398	4059	1
OX824D9	negative	OX824	diagnosis	batch2	6240916	5320832	85.25722827	4148	1
OX824E1	negative	OX824	diagnosis	batch1	3077749	2262260	73.50371976	3669	1
OX824E10	negative	OX824	diagnosis	batch2	3530299	2927476	82.92430754	5662	1
OX824E11	negative	OX824	diagnosis	batch2	6041282	5275455	87.32343565	3019	1
OX824E2	negative	OX824	diagnosis	batch1	2595435	1862828	71.77324803	4124	0
OX824E2_merged	negative	OX824	diagnosis	batch2	24475486	17597258	71.89748142	4067	1
OX824E2_reseq	negative	OX824	diagnosis	batch2	21880051	15733284	71.90698047	4054	0
OX824E6	negative	OX824	diagnosis	batch1	2676540	1988490	74.29330404	3213	0
OX824E6_merged	negative	OX824	diagnosis	batch2	8659943	6450403	74.48551336	3212	1
OX824E6_reseq	negative	OX824	diagnosis	batch2	5983403	4461550	74.56542707	3203	0
OX824E8	negative	OX824	diagnosis	batch2	3587638	3172944	88.44103	4836	1
OX824E9	negative	OX824	diagnosis	batch2	5563982	4883524	87.77030551	2698	1
OX824F1	negative	OX824	diagnosis	batch1	2538745	1570459	61.859659	3658	0
OX824F1_merged	negative	OX824	diagnosis	batch2	17296192	10713187	61.93957028	3458	1
OX824F1_reseq	negative	OX824	diagnosis	batch2	14757447	9141909	61.94776779	3427	0
OX824F10	negative	OX824	diagnosis	batch2	4113413	2604383	63.31440582	4278	1
OX824F11	negative	OX824	diagnosis	batch2	4581616	3953607	86.29284951	2943	1
OX824F12	negative	OX824	diagnosis	batch2	6156616	5125362	83.24966183	2940	1
OX824F2	negative	OX824	diagnosis	batch1	2231375	1088838	48.79672847	3192	1
OX824F3	negative	OX824	diagnosis	batch1	20634442	369141	1.788955572	4665	1
OX824F6	negative	OX824	diagnosis	batch1	2723504	2010739	73.82911866	3232	1
OX824F8	negative	OX824	diagnosis	batch2	4290703	3693903	86.09085737	2888	1
OX824F9	negative	OX824	diagnosis	batch2	3117638	2568917	82.39946395	3401	1
OX824G1	negative	OX824	diagnosis	batch1	3279513	1723689	52.55929768	3790	0
OX824G1_merged	negative	OX824	diagnosis	batch2	14849046	7812690	52.61408713	3488	1
OX824G1_reseq	negative	OX824	diagnosis	batch2	11569533	6088216	52.62283275	3429	0
OX824G10	negative	OX824	diagnosis	batch2	5033660	4393797	87.28831506	5630	1
OX824G11	negative	OX824	diagnosis	batch2	6432994	5523864	85.86770017	2971	1
OX824G12	negative_low_gapdh	OX824	diagnosis	batch2	5728891	5000331	87.28270445	2083	1
OX824G2	positive	OX824	diagnosis	batch1	2485155	1569626	63.16008458	6003	0
OX824G2_merged	positive	OX824	diagnosis	batch2	17830409	11297470	63.36068903	5831	1
OX824G2_reseq	positive	OX824	diagnosis	batch2	15345254	9726608	63.3851222	5811	0
OX824G3	negative	OX824	diagnosis	batch1	5278601	2768328	52.44435031	3156	1
OX824G6	negative	OX824	diagnosis	batch1	2237958	1202609	53.73688872	3574	1
OX824G8	negative	OX824	diagnosis	batch2	4780932	4344828	90.8782639	3808	1
OX824G9	negative	OX824	diagnosis	batch2	3124957	2607035	83.42626795	3149	1
OX824H1	negative	OX824	diagnosis	batch1	150326	72586	48.28572569	3952	0
OX824H1_merged	negative	OX824	diagnosis	batch2	1694339	793187	46.81394927	5040	1
OX824H1_reseq	negative	OX824	diagnosis	batch2	1544013	720512	46.66489207	4600	0
OX824H10	positive	OX824	diagnosis	batch2	3532827	3223355	91.24010318	3402	1
OX824H2	negative	OX824	diagnosis	batch1	664068	328149	49.41496955	3499	1
OX824H3	negative	OX824	diagnosis	batch1	2858112	569060	19.91034641	3422	1
OX824H5	negative	OX824	diagnosis	batch1	3182567	813437	25.55914769	3442	0
OX824H5_merged	negative	OX824	diagnosis	batch2	10344035	2659288	25.70842036	3537	1
OX824H5_reseq	negative	OX824	diagnosis	batch2	7161468	1845309	25.76718907	3570	0
OX824H6	negative_low_gapdh	OX824	diagnosis	batch1	550774	99146	18.00121284	2726	1
OX824H7	negative	OX824	diagnosis	batch2	2498307	2234525	89.44156983	2894	1
OX824H8	positive	OX824	diagnosis	batch2	5242036	4704289	89.74163855	5357	1
OX824H9	negative	OX824	diagnosis	batch2	4868378	3934650	80.82055255	2568	1
OX967A1	positive	OX967	diagnosis	batch2	2851547	2069408	72.57141474	5150	1
OX967A11	positive	OX967	diagnosis	batch1	3172502	1786573	56.31432226	5386	0
OX967A11_merged	positive	OX967	diagnosis	batch2	11853019	6712503	56.63116713	5354	1
OX967A11_reseq	positive	OX967	diagnosis	batch2	8680517	4924661	56.7323467	5384	0
OX967A12	positive	OX967	diagnosis	batch1	970824	435435	44.85210502	6033	0
OX967A12_merged	positive	OX967	diagnosis	batch2	9935042	4625541	46.55784042	5027	1
OX967A12_reseq	positive	OX967	diagnosis	batch2	8964218	4189757	46.73867815	4872	0
OX967A2	positive	OX967	diagnosis	batch2	1797768	1130919	62.90683781	4793	1
OX967A3	positive	OX967	diagnosis	batch2	6586951	4804547	72.94037864	4777	1
OX967A5	positive	OX967	diagnosis	batch2	2987399	2284398	76.46779021	5897	1
OX967A6	positive	OX967	diagnosis	batch2	2842078	2349517	82.66898375	5172	1
OX967A7	negative_low_gapdh	OX967	diagnosis	batch1	677401	136087	20.08957767	5122	1
OX967A9	negative	OX967	diagnosis	batch1	5870791	2622980	44.67847689	3753	1
OX967B1	positive	OX967	diagnosis	batch2	6450776	3820951	59.23242413	6386	1
OX967B11	negative_low_gapdh	OX967	diagnosis	batch1	718005	553870	77.14013134	5724	0
OX967B11_merged	negative_low_gapdh	OX967	diagnosis	batch2	5816417	4598242	79.05626436	5284	1
OX967B11_reseq	negative_low_gapdh	OX967	diagnosis	batch2	5098412	4043884	79.31654013	5255	0
OX967B2	positive	OX967	diagnosis	batch2	6788743	5188624	76.42981919	5793	1
OX967B3	positive	OX967	diagnosis	batch2	5825589	3755710	64.4691893	5989	1
OX967B4	positive	OX967	diagnosis	batch2	6174476	4889424	79.1876752	5383	1
OX967B5	positive	OX967	diagnosis	batch2	4451447	3314720	74.46387658	5868	1
OX967B6	positive	OX967	diagnosis	batch2	3365485	2758553	81.96598707	5956	1
OX967B8	positive	OX967	diagnosis	batch1	924966	429899	46.47727592	5739	1
OX967B9	positive	OX967	diagnosis	batch1	6498768	5134698	79.01032934	4630	1
OX967C1	positive	OX967	diagnosis	batch2	5579784	4279486	76.69626638	5084	1
OX967C11	positive	OX967	diagnosis	batch1	3826775	2668235	69.72542154	4487	1
OX967C12	positive	OX967	diagnosis	batch1	4886616	3243532	66.37583145	5861	1
OX967C3	positive	OX967	diagnosis	batch2	4940910	3571073	72.2756132	4994	1
OX967C4	positive	OX967	diagnosis	batch2	3152652	2790582	88.51538324	5785	1
OX967C5	positive	OX967	diagnosis	batch2	3776408	2976882	78.8283999	4704	1
OX967C6	positive	OX967	diagnosis	batch2	3099742	2557582	82.50951208	6773	1
OX967C9	negative	OX967	diagnosis	batch1	6268778	3469128	55.33978074	5058	1
OX967D1	positive	OX967	diagnosis	batch2	3172803	2556828	80.58577857	4332	1
OX967D11	positive	OX967	diagnosis	batch1	2971998	1895364	63.77406714	5450	1
OX967D12	negative	OX967	diagnosis	batch1	3740590	2864866	76.58861303	4305	1
OX967D4	positive	OX967	diagnosis	batch2	3900214	3130941	80.27613357	5894	1
OX967D5	negative	OX967	diagnosis	batch2	6694240	5515344	82.38939745	4568	1
OX967D6	positive	OX967	diagnosis	batch2	9438508	7996359	84.72058296	5067	1
OX967D9	negative	OX967	diagnosis	batch1	4273061	3486247	81.58664246	4788	1
OX967E1	positive	OX967	diagnosis	batch2	7103258	5259620	74.04517758	5046	1
OX967E10	positive	OX967	diagnosis	batch1	3403963	1614928	47.44258384	4418	0
OX967E10_merged	positive	OX967	diagnosis	batch2	10414431	4882156	46.87875891	4403	1
OX967E10_reseq	positive	OX967	diagnosis	batch2	7010468	3266152	46.5896428	4366	0
OX967E11	negative	OX967	diagnosis	batch1	5339440	4238018	79.37195661	4424	1
OX967E12	positive	OX967	diagnosis	batch1	5481743	3613856	65.92530879	4647	1
OX967E2	positive	OX967	diagnosis	batch2	7554091	6377370	84.422732	5166	1
OX967E3	positive	OX967	diagnosis	batch2	8583498	6924957	80.67756292	4488	1
OX967E5	negative	OX967	diagnosis	batch2	10943754	3344627	30.5619717	2508	1
OX967E6	positive	OX967	diagnosis	batch2	8123367	6800682	83.71752747	6186	1
OX967F11	positive	OX967	diagnosis	batch1	6997884	4852114	69.33687383	5168	1
OX967F12	positive	OX967	diagnosis	batch1	6328653	4308848	68.08475674	4789	1
OX967F9	negative	OX967	diagnosis	batch1	3260625	2692320	82.5706728	4113	1
OX967G10	positive	OX967	diagnosis	batch1	3893729	2545522	65.37491438	4448	1
OX967G11	negative	OX967	diagnosis	batch1	5950581	4712761	79.19833374	5287	1
OX967G12	positive	OX967	diagnosis	batch1	8829168	7386906	83.66480284	3859	1
OX967G2	positive	OX967	diagnosis	batch2	1198958	1097055	91.50070311	5184	1
OX967G3	positive	OX967	diagnosis	batch2	6658330	5362074	80.53181503	6452	1
OX967G4	positive	OX967	diagnosis	batch2	734680	652547	88.82057494	5181	1
OX967G5	positive	OX967	diagnosis	batch2	4199027	3273898	77.96801497	5158	1
OX967G9	positive	OX967	diagnosis	batch1	7736808	5482597	70.86381102	4399	1
OX967H10	negative	OX967	diagnosis	batch1	742355	229396	30.90111874	4147	0
OX967H10_merged	negative	OX967	diagnosis	batch2	5317505	1820256	34.23139235	4247	1
OX967H10_reseq	negative	OX967	diagnosis	batch2	4575150	1590949	34.77370141	4254	0
OX967H2	positive	OX967	diagnosis	batch2	4934541	3713852	75.26235976	5295	1
OX967H3	positive	OX967	diagnosis	batch2	6467908	3222999	49.8306253	5922	1
OX967H4	positive	OX967	diagnosis	batch2	6323931	4154340	65.69236761	3986	1
OX967H5	positive	OX967	diagnosis	batch2	5817775	4905787	84.32411016	5809	1
OX967H9	negative	OX967	diagnosis	batch1	6150166	4230391	68.78498889	5033	1
NBM_ERCCA2	normal	NBM_ERCC	normal_hsc	batch5	3713253	2889869	77.82580395	3783	1
NBM_ERCCA3	normal	NBM_ERCC	normal_hsc	batch5	3248187	2765848	85.15051627	3827	1
NBM_ERCCA4	normal	NBM_ERCC	normal_hsc	batch5	5584637	3708074	66.39776229	2813	1
NBM_ERCCA5	normal	NBM_ERCC	normal_hsc	batch5	10998590	8657961	78.71882669	3060	1
NBM_ERCCA6	normal	NBM_ERCC	normal_hsc	batch5	6432728	4827408	75.04449123	2655	1
NBM_ERCCB1	normal	NBM_ERCC	normal_hsc	batch5	6579738	4979726	75.68273995	2236	1
NBM_ERCCB2	normal	NBM_ERCC	normal_hsc	batch5	2745506	2383765	86.82425025	3974	1
NBM_ERCCB3	normal	NBM_ERCC	normal_hsc	batch5	3344764	2791578	83.46113508	3807	1
NBM_ERCCB4	normal	NBM_ERCC	normal_hsc	batch5	6100748	4557716	74.70749488	2803	1
NBM_ERCCB5	normal	NBM_ERCC	normal_hsc	batch5	4456877	3788282	84.99857636	3965	1
NBM_ERCCB6	normal	NBM_ERCC	normal_hsc	batch5	2067950	1459247	70.56490728	3540	1
NBM_ERCCC1	normal	NBM_ERCC	normal_hsc	batch5	3735441	2634712	70.5328233	3324	1
NBM_ERCCC2	normal	NBM_ERCC	normal_hsc	batch5	1920676	1585858	82.56770012	3252	1
NBM_ERCCC3	normal	NBM_ERCC	normal_hsc	batch5	3408358	2436939	71.49891531	2930	1
NBM_ERCCC4	normal	NBM_ERCC	normal_hsc	batch5	2659412	1950083	73.32760024	2788	1
NBM_ERCCC5	normal	NBM_ERCC	normal_hsc	batch5	2758327	2124704	77.02872067	3167	1
NBM_ERCCC6	normal	NBM_ERCC	normal_hsc	batch5	4228693	3120012	73.78194634	2645	1
NBM_ERCCD1	normal	NBM_ERCC	normal_hsc	batch5	2375057	1814238	76.38713513	3835	1
NBM_ERCCD2	normal	NBM_ERCC	normal_hsc	batch5	2330200	1892177	81.20234315	3504	1
NBM_ERCCD3	normal	NBM_ERCC	normal_hsc	batch5	2815462	2334917	82.93193089	3237	1
NBM_ERCCD4	normal	NBM_ERCC	normal_hsc	batch5	3105181	2488008	80.12441143	3213	1
NBM_ERCCD6	normal	NBM_ERCC	normal_hsc	batch5	7310500	5362218	73.34953834	3015	1
NBM_ERCCE1	normal	NBM_ERCC	normal_hsc	batch5	4913274	3198930	65.10790972	3076	1
NBM_ERCCE2	normal	NBM_ERCC	normal_hsc	batch5	2969636	2419866	81.48695665	3428	1
NBM_ERCCE3	normal	NBM_ERCC	normal_hsc	batch5	3183862	2354739	73.95857609	3393	1
NBM_ERCCE4	normal	NBM_ERCC	normal_hsc	batch5	2097645	1517933	72.3636745	3024	1
NBM_ERCCE5	normal	NBM_ERCC	normal_hsc	batch5	3432835	2744442	79.94680781	3315	1
NBM_ERCCE6	normal	NBM_ERCC	normal_hsc	batch5	2601269	1947930	74.88383554	3945	1
NBM_ERCCF1	normal	NBM_ERCC	normal_hsc	batch5	4877014	3979657	81.60027837	3954	1
NBM_ERCCF2	normal	NBM_ERCC	normal_hsc	batch5	1966795	1551474	78.883361	3753	1
NBM_ERCCF3	normal	NBM_ERCC	normal_hsc	batch5	3720026	2714836	72.9789523	3082	1
NBM_ERCCF4	normal	NBM_ERCC	normal_hsc	batch5	4238394	3263087	76.98876037	2991	1
NBM_ERCCF5	normal	NBM_ERCC	normal_hsc	batch5	4801224	3869094	80.58557568	3442	1
NBM_ERCCG1	normal	NBM_ERCC	normal_hsc	batch5	3214833	2476806	77.0430688	4017	1
NBM_ERCCG2	normal	NBM_ERCC	normal_hsc	batch5	4236687	3235188	76.36127002	3126	1
NBM_ERCCG3	normal	NBM_ERCC	normal_hsc	batch5	5292854	3814296	72.06501445	3278	1
NBM_ERCCG4	normal	NBM_ERCC	normal_hsc	batch5	149615	109595	73.25134512	4325	1
NBM_ERCCG5	normal	NBM_ERCC	normal_hsc	batch5	5369056	4264429	79.42604808	2844	1
NBM_ERCCG6	normal	NBM_ERCC	normal_hsc	batch5	3770184	3018899	80.07298848	3246	1
NBM_ERCCH1	normal	NBM_ERCC	normal_hsc	batch5	303376	220749	72.76416065	5411	1
NBM_ERCCH2	normal	NBM_ERCC	normal_hsc	batch5	949402	724793	76.34205531	4994	1
NBM_ERCCH3	normal	NBM_ERCC	normal_hsc	batch5	3582653	2692191	75.14517873	3825	1
NBM_ERCCH4	normal	NBM_ERCC	normal_hsc	batch5	5286330	3772949	71.37180237	3199	1
NBM_ERCCH5	normal	NBM_ERCC	normal_hsc	batch5	5184379	3116020	60.10401632	3746	1
NBM_ERCCH6	normal	NBM_ERCC	normal_hsc	batch5	367243	273623	74.50734255	5376	1
OX1674A1	negative	OX1674	diagnosis	batch5	3620418	3040506	83.98218106	3314	1
OX1674A11	negative	OX1674	diagnosis	batch5	3645035	3288053	90.20634918	2730	1
OX1674A2	negative	OX1674	diagnosis	batch5	3285666	2752466	83.77193543	2702	1
OX1674A3	negative	OX1674	diagnosis	batch5	3214875	2655040	82.58610366	2835	1
OX1674A4	negative	OX1674	diagnosis	batch5	2774030	2510652	90.50558213	2737	1
OX1674A5	positive	OX1674	diagnosis	batch5	3889086	3472839	89.2970482	4123	1
OX1674A6	negative	OX1674	diagnosis	batch5	1107439	839725	75.82584684	4727	1
OX1674A7	negative	OX1674	diagnosis	batch5	6174877	5382966	87.17527491	2781	1
OX1674A9	negative	OX1674	diagnosis	batch5	4636059	4047326	87.30100286	2816	1
OX1674B1	negative	OX1674	diagnosis	batch5	5228583	3509149	67.11472305	2954	1
OX1674B10	negative	OX1674	diagnosis	batch5	2246464	1868919	83.19381036	3331	1
OX1674B2	negative	OX1674	diagnosis	batch5	3100853	2354865	75.94249066	3029	1
OX1674B3	negative	OX1674	diagnosis	batch5	3020101	2593894	85.8876574	2667	1
OX1674B5	negative	OX1674	diagnosis	batch5	3610722	2929230	81.12588009	3450	1
OX1674B6	negative	OX1674	diagnosis	batch5	643888	599354	93.08357975	3572	1
OX1674B7	positive	OX1674	diagnosis	batch5	6137981	5368569	87.464738	4132	1
OX1674B9	negative	OX1674	diagnosis	batch5	6801281	6071400	89.26847751	3631	1
OX1674C1	positive	OX1674	diagnosis	batch5	3047681	2282583	74.8957322	3910	1
OX1674C10	negative	OX1674	diagnosis	batch5	2587719	2151118	83.12795941	2874	1
OX1674C11	negative	OX1674	diagnosis	batch5	3211219	2898804	90.27114003	2326	1
OX1674C3	negative	OX1674	diagnosis	batch5	2861620	1832711	64.04452723	2908	1
OX1674C4	negative	OX1674	diagnosis	batch5	3002881	2376185	79.13017532	2761	1
OX1674C5	negative	OX1674	diagnosis	batch5	2254302	1935641	85.86431632	3183	1
OX1674C6	positive	OX1674	diagnosis	batch5	3826100	3051688	79.75975536	3938	1
OX1674C8	negative	OX1674	diagnosis	batch5	4649290	3527095	75.86308877	2760	1
OX1674C9	negative	OX1674	diagnosis	batch5	5853112	4500333	76.88786751	2941	1
OX1674D1	negative	OX1674	diagnosis	batch5	4672817	4242988	90.80150154	2932	1
OX1674D10	negative	OX1674	diagnosis	batch5	3697806	3276023	88.59369583	2614	1
OX1674D11	negative	OX1674	diagnosis	batch5	2375364	2113130	88.96026041	2781	1
OX1674D2	negative	OX1674	diagnosis	batch5	3072194	2701691	87.94011706	2559	1
OX1674D3	negative	OX1674	diagnosis	batch5	2839353	2170830	76.45509382	2923	1
OX1674D4	negative	OX1674	diagnosis	batch5	2469774	2082921	84.33650204	2816	1
OX1674D5	negative	OX1674	diagnosis	batch5	2548815	2232423	87.58670206	2799	1
OX1674D6	negative	OX1674	diagnosis	batch5	2705860	2438119	90.10514217	2646	1
OX1674D8	negative	OX1674	diagnosis	batch5	2246578	1933970	86.08514817	2874	1
OX1674D9	negative	OX1674	diagnosis	batch5	3799476	3147015	82.8276057	3005	1
OX1674E1	negative	OX1674	diagnosis	batch5	6028707	5213217	86.47321888	2491	1
OX1674E10	negative	OX1674	diagnosis	batch5	3962800	3679330	92.84672454	4109	1
OX1674E11	negative	OX1674	diagnosis	batch5	4779834	4245655	88.824319	2643	1
OX1674E2	negative	OX1674	diagnosis	batch5	2793798	2521115	90.23970237	2537	1
OX1674E4	negative	OX1674	diagnosis	batch5	3253979	2902174	89.18846741	2553	1
OX1674E5	negative	OX1674	diagnosis	batch5	2101106	1788993	85.14529967	3406	1
OX1674E6	positive	OX1674	diagnosis	batch5	5690528	5300349	93.14336033	3742	1
OX1674E7	negative	OX1674	diagnosis	batch5	5319502	4644651	87.31364327	3140	1
OX1674E8	negative	OX1674	diagnosis	batch5	4883205	4439709	90.91793197	3074	1
OX1674E9	negative	OX1674	diagnosis	batch5	6025350	4606897	76.45857917	2585	1
OX1674F1	negative	OX1674	diagnosis	batch5	6366658	4208949	66.10923659	2443	1
OX1674F10	negative	OX1674	diagnosis	batch5	5629149	4785840	85.01889007	2281	1
OX1674F11	negative	OX1674	diagnosis	batch5	4565570	4219047	92.41008242	5237	1
OX1674F12	negative	OX1674	diagnosis	batch5	5283849	4570126	86.4923657	2491	1
OX1674F2	positive	OX1674	diagnosis	batch5	1888586	1244304	65.88548258	3089	1
OX1674F4	negative	OX1674	diagnosis	batch5	4768769	4179439	87.6418841	2536	1
OX1674F5	negative	OX1674	diagnosis	batch5	4755755	3609001	75.8870253	2580	1
OX1674F6	negative	OX1674	diagnosis	batch5	4209821	3874321	92.03054002	3593	1
OX1674F7	negative	OX1674	diagnosis	batch5	4878097	4022817	82.46693331	3009	1
OX1674F8	negative	OX1674	diagnosis	batch5	5837291	4918418	84.25857131	2938	1
OX1674F9	negative	OX1674	diagnosis	batch5	6857294	5274972	76.92497945	2873	1
OX1674G1	negative	OX1674	diagnosis	batch5	9100402	8220292	90.32888877	2296	1
OX1674G10	negative	OX1674	diagnosis	batch5	7358464	6262989	85.11272189	2582	1
OX1674G11	negative	OX1674	diagnosis	batch5	8070966	7349858	91.06540654	2787	1
OX1674G12	negative	OX1674	diagnosis	batch5	6462905	5601723	86.67500141	2253	1
OX1674G2	negative	OX1674	diagnosis	batch5	3114980	2871733	92.19105741	2505	1
OX1674G3	negative	OX1674	diagnosis	batch5	4885068	4271450	87.43890566	2465	1
OX1674G4	negative	OX1674	diagnosis	batch5	430067	368718	85.73501338	3701	1
OX1674G5	negative	OX1674	diagnosis	batch5	3528514	3020583	85.60496005	2266	1
OX1674G6	negative	OX1674	diagnosis	batch5	4865257	4411622	90.67603212	2246	1
OX1674G7	negative	OX1674	diagnosis	batch5	6698155	5758478	85.97110697	3216	1
OX1674G8	negative	OX1674	diagnosis	batch5	5139451	4722568	91.88856942	2665	1
OX1674H1	negative	OX1674	diagnosis	batch5	1475804	1213746	82.24303498	3565	1
OX1674H11	negative	OX1674	diagnosis	batch5	3259579	3036928	93.1693326	2272	1
OX1674H12	positive	OX1674	diagnosis	batch5	5116977	4850130	94.78506548	4121	1
OX1674H2	negative	OX1674	diagnosis	batch5	1792971	1426850	79.58020515	2672	1
OX1674H3	negative	OX1674	diagnosis	batch5	4318517	3238731	74.99637028	3002	1
OX1674H4	negative	OX1674	diagnosis	batch5	5244130	4506095	85.92645491	2239	1
OX1674H5	negative	OX1674	diagnosis	batch5	5390138	4786537	88.80175239	2661	1
OX1674H6	negative	OX1674	diagnosis	batch5	1136005	1067550	93.97405821	3412	1
OX1674H7	negative	OX1674	diagnosis	batch5	4165335	3769300	90.49212128	2365	1
OX1674H8	negative	OX1674	diagnosis	batch5	5698937	4571916	80.22401371	2064	1
OX1931A1	positive	OX1931	diagnosis_blast_crisis	batch4	2784784	2480703	89.08062528	3673	1
OX1931A10	negative	OX1931	diagnosis_blast_crisis	batch4	5979387	4772345	79.81328186	1695	1
OX1931A11	positive	OX1931	diagnosis_blast_crisis	batch4	2363715	1981840	83.84428749	3565	1
OX1931A12	positive	OX1931	diagnosis_blast_crisis	batch4	3683981	3174644	86.17427723	3840	1
OX1931A2	positive	OX1931	diagnosis_blast_crisis	batch4	3073770	2579378	83.91577769	3668	1
OX1931A3	positive	OX1931	diagnosis_blast_crisis	batch4	3260353	2901311	88.98763416	3902	1
OX1931A4	positive	OX1931	diagnosis_blast_crisis	batch4	1259594	1161335	92.19915306	5609	1
OX1931A5	positive	OX1931	diagnosis_blast_crisis	batch4	3786000	3200818	84.54352879	4105	1
OX1931A6	positive	OX1931	diagnosis_blast_crisis	batch4	3109847	2637584	84.81394744	2859	1
OX1931A7	positive	OX1931	diagnosis_blast_crisis	batch4	3902124	3496841	89.6137847	3936	1
OX1931A8	positive	OX1931	diagnosis_blast_crisis	batch4	3719276	3248149	87.33283037	3803	1
OX1931A9	positive	OX1931	diagnosis_blast_crisis	batch4	2013886	1901797	94.4341934	3376	1
OX1931B1	positive	OX1931	diagnosis_blast_crisis	batch4	3223043	2724643	84.53635276	3173	1
OX1931B10	positive	OX1931	diagnosis_blast_crisis	batch4	1729550	1356657	78.43988321	2880	1
OX1931B11	positive	OX1931	diagnosis_blast_crisis	batch4	1779758	1526371	85.76283967	3380	1
OX1931B12	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	3970529	2481862	62.50708659	3188	1
OX1931B2	positive	OX1931	diagnosis_blast_crisis	batch4	3186495	2758681	86.57415122	3626	1
OX1931B3	positive	OX1931	diagnosis_blast_crisis	batch4	4613728	4079361	88.41789113	4007	1
OX1931B4	negative	OX1931	diagnosis_blast_crisis	batch4	5864568	4784697	81.58652095	2691	1
OX1931B5	positive	OX1931	diagnosis_blast_crisis	batch4	2055812	1747623	85.00889186	3404	1
OX1931B6	negative	OX1931	diagnosis_blast_crisis	batch4	4174616	3336196	79.91623661	1936	1
OX1931B7	negative	OX1931	diagnosis_blast_crisis	batch4	4048512	3363028	83.06824828	3204	1
OX1931B8	positive	OX1931	diagnosis_blast_crisis	batch4	2229395	1961184	87.96933697	3820	1
OX1931B9	positive	OX1931	diagnosis_blast_crisis	batch4	3607062	3235921	89.71071193	4068	1
OX1931C1	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	1641733	1416127	86.2580578	5092	1
OX1931C10	positive	OX1931	diagnosis_blast_crisis	batch4	1778610	1499649	84.31578592	3940	1
OX1931C11	positive	OX1931	diagnosis_blast_crisis	batch4	2294526	1925443	83.91462986	2880	1
OX1931C12	positive	OX1931	diagnosis_blast_crisis	batch4	2807203	2001578	71.30150545	3552	1
