gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust	chromosome	strand	start	end	length	tss	chromosome	start	end	peak_loc	chip_count_dup	contr_count_dup	chip_count	contr_count	adj.pvalueNtags	foldChangeNtags	Distance_From_Nearest_TSS
HPS1	3.19119431708686	1.02413032239494	-2.16706399469191	8	124	5	23	0.625	0.185483870967742	0.012379590839905	0.0108836048462246	0.00487492229913328	0.000575355056973233	0.0149865364670587	chr10	-	100175954	100206704	30750	100206704	chr10	100379241	100379509	100379395	50	1	22	1	2.4052064546023e-07	11.5	-172691
CDC42SE1	3.2233231287145	0.79622999962822	-2.42709312908628	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.0035726648938023	0.000585089378535043	0.0151886040022408	chr1	-	151023446	151032125	8679	151032125	chr1	150949525	150950119	150949655	98	0	46	0	0	47	82470
RALA	3.94924814459258	0.974323374772982	-2.9749247698196	8	124	5	25	0.625	0.201612903225806	0.0195752356483763	0.0150646639390208	0.00360468163518917	0.000587612138218798	0.0152283698822032	chr7	+	39663151	39747723	84572	39663151	chr7	39629292	39629659	39629389	62	1	27	1	8.72055680936387e-09	14	-33762
FLI1	3.13255878298511	1.00381194674213	-2.12874683624298	8	124	5	25	0.625	0.201612903225806	0.0195752356483763	0.0150646639390208	0.00391610025474253	0.000633489136144366	0.0162800351910813	chr11	+	128556429	128683162	126733	128556429	chr11	128563651	128564062	128563903	110	3	57	3	4.83926443656792e-15	14.5	7474
HNRNPH2	3.87489227696368	1.12433642046472	-2.75055585649896	8	124	5	25	0.625	0.201612903225806	0.0195752356483763	0.0150646639390208	0.00391610025474253	0.000633489136144366	0.0162800351910813	chrX	+	100663120	100669128	6008	100663120	chrX	100075202	100075457	100075349	53	1	29	1	2.29635394943183e-09	15	-587771
RIMKLB	2.24835639617549	5.35183104005622	3.10347464388073	8	124	3	102	0.375	0.82258064516129	0.00960646944926009	0.00914802502789002	0.00643154208197453	0.000631942261200838	0.0162800351910813	chr12	+	8834272	8935694	101422	8834272	chr12	8645793	8646035	8645896	33	1	23	1	1.24095477630434e-07	12	-188376
MAGED2	5.34201903507396	1.43492865377535	-3.90709038129861	8	124	6	38	0.75	0.306451612903226	0.0283450779633037	0.0166021618480896	0.00367627973522756	0.000653314641556803	0.0167083776448404	chrX	+	54834031	54842448	8417	54834031	chrX	54665807	54666163	54665957	35	5	21	4	8.27505018319301e-05	4.4	-168074
KRIT1	2.86330007163402	0.819604705031809	-2.04369536660221	8	124	6	37	0.75	0.298387096774194	0.0242905415704495	0.0146010799222616	0.00427281677596511	0.00066643467641226	0.0169846900615317	chr7	-	91828282	91875414	47132	91875414	chr7	92076589	92076898	92076752	44	3	22	3	1.29308761937627e-05	5.75	-201338
SERINC5	0.372547364861179	3.93690427934862	3.56435691448744	8	124	2	86	0.25	0.693548387096774	0.0283450779633037	0.0166021618480896	0.00383699219478593	0.000679149319030236	0.0172230474172552	chr5	-	79407049	79551898	144849	79551898	chr5	79551965	79552287	79552050	33	1	21	1	4.64446228464871e-07	11	-152
HOPX	4.08109727785674	0.695651474387731	-3.38544580346901	8	124	5	27	0.625	0.217741935483871	0.0292885987800532	0.0203078743132364	0.00325090131824565	0.000701488365309106	0.0177550178971069	chr4	-	57514153	57547872	33719	57547872	chr4	57519667	57520101	57519813	84	2	40	2	2.6066527571649e-11	13.6666666666667	28059
PIGC	3.5007487782467	1.06323938250954	-2.43750939573716	8	124	5	24	0.625	0.193548387096774	0.0156860304586154	0.0128500390314209	0.0051546541317519	0.000703592263101125	0.0177550178971069	chr1	-	172410596	172413230	2634	172413230	chr1	172631844	172632148	172631973	54	3	22	3	1.29308761937627e-05	5.75	-218743
SPG20	3.5382390273746	1.04722494745734	-2.49101407991725	8	124	5	24	0.625	0.193548387096774	0.0156860304586154	0.0128500390314209	0.0051546541317519	0.000703592263101125	0.0177550178971069	chr13	-	36875774	36944317	68543	36944317	chr13	34731193	34731487	34731340	55	1	21	1	4.64446228464871e-07	11	2212977
EDEM1	2.05108067184535	5.21688083220716	3.16580016036181	8	124	3	103	0.375	0.830645161290323	0.00731563711015498	0.00762608411965547	0.00871212087372406	0.000705534304600891	0.017774838021486	chr3	+	5229358	5261650	32292	5229358	chr3	5223499	5223834	5223644	67	3	32	3	3.60689351475044e-08	8.25	-5714
C5orf56	0.11224407229269	4.79464426364106	4.68240019134837	8	124	2	85	0.25	0.685483870967742	0.0328621250497097	0.0188084829457974	0.00367396531958207	0.000731091368226145	0.0183885632518812	chr5	+	131746464	131811736	65272	131746464	chr5	131762243	131762548	131762424	46	1	25	1	3.31069232860754e-08	13	15960
DENND3	0	2.31789426926505	2.31789426926505	8	124	0	62	0	0.5	0.0172669133040883	0.00696281907137579	0.0105014073735341	0.00076946592062588	0.0191966757600301	chr8	+	142138719	142205900	67181	142138719	chr8	142099970	142100269	142100118	69	2	28	2	5.91539019133662e-08	9.66666666666667	-38601
CPXM1	4.50557293136804	1.15235281813898	-3.35322011322905	8	124	5	27	0.625	0.217741935483871	0.0292885987800532	0.0203078743132364	0.00367364874229639	0.000783589389979647	0.0195173448058464	chr20	-	2774714	2781292	6578	2781292	chr20	2781423	2781802	2781660	86	2	38	2	9.58871148775426e-11	13	-368
DUSP23	4.04565688401535	1.0966277542594	-2.94902912975594	8	124	5	26	0.625	0.209677419354839	0.0240945184295529	0.0175448434169888	0.00429107568654098	0.000790069956286879	0.0196151778484923	chr1	+	159750758	159752333	1575	159750758	chr1	159880226	159880552	159880368	116	2	54	2	2.50962959494914e-15	18.3333333333333	129610
SWI5	2.83908281671039	0.335684106318643	-2.50339871039175	8	124	3	9	0.375	0.0725806451612903	0.0244873713541786	0.025101598286811	0.00322873188106647	0.000844542444358471	0.0208664441879437	chr9	+	131038424	131051268	12844	131038424	chr9	131133333	131133838	131133610	211	1	99	1	2.9226032855325e-30	50	95186
LINC00173	0	2.85855595217434	2.85855595217434	8	124	0	61	0	0.491935483870968	0.0193300636998538	0.00737690462308538	0.0114990129077435	0.000880072498656469	0.0216053580820329	chr12	+	116971239	116974318	3079	116971239	chr12	116985784	116986108	116985961	72	4	33	3	1.96650009458309e-08	8.5	14722
CHEK2	2.53162367412041	0.410761622862243	-2.12086205125817	8	124	3	9	0.375	0.0725806451612903	0.0244873713541786	0.025101598286811	0.00365111213244255	0.000943757331471192	0.0229852023297136	chr22	-	29083730	29137822	54092	29137822	chr22	29138290	29138616	29138537	41	2	23	2	1.3194450342812e-06	8	-715
CLASP1	2.85645652141136	0.517998279773042	-2.33845824163832	8	124	4	18	0.5	0.145161290322581	0.0339428447562757	0.0262735988485264	0.00353935909799599	0.000956233690907281	0.0231788633467872	chr2	-	122095351	122407052	311701	122407052	chr2	122407386	122407690	122407552	39	2	22	1	2.4052064546023e-07	11.5	-500
CHID1	3.82828706558796	1.11679681659891	-2.71149024898905	8	124	5	26	0.625	0.209677419354839	0.0240945184295529	0.0175448434169888	0.00545403393681328	0.000981244812107164	0.023747669720414	chr11	-	867858	915058	47200	915058	chr11	576125	576580	576238	49	4	30	4	6.16117338506148e-07	6.2	338820
SPIDR	3.41083752335202	1.08043960125704	-2.33039792209498	8	124	5	24	0.625	0.193548387096774	0.0156860304586154	0.0128500390314209	0.00768571376708785	0.00100962137583669	0.0243960083393997	chr8	+	48173469	48648563	475094	48173469	chr8	48282011	48282326	48282143	96	2	42	2	7.05595071298108e-12	14.3333333333333	108674
MLEC	2.54111662331814	0.537416055272121	-2.00370056804602	8	124	4	17	0.5	0.137096774193548	0.0263306119770588	0.0221038000413545	0.004532969573275	0.00102283771870311	0.0246765621052266	chr12	+	121124948	121139667	14719	121124948	chr12	121124457	121124871	121124739	46	2	26	2	2.07031897310279e-07	9	-209
BTG3	2.97591237857752	0.494979265252708	-2.48093311332481	8	124	4	18	0.5	0.145161290322581	0.0339428447562757	0.0262735988485264	0.00388742113652855	0.0010406896667631	0.0250678978037859	chr21	-	18965967	18985268	19301	18985268	chr21	19191539	19192053	19191885	64	5	34	3	1.06660570133125e-08	8.75	-206617
TNFSF4	3.60837060340902	0.816197063705794	-2.79217353970323	8	124	4	16	0.5	0.129032258064516	0.0199317256240934	0.018396075067287	0.00579035796741469	0.00108087609682437	0.0259545372749952	chr1	-	173152869	173176452	23583	173176452	chr1	173175783	173176118	173175913	44	5	28	5	6.90673542617981e-06	4.83333333333333	539
ECD	4.04360696654208	0.704919141146526	-3.33868782539556	8	124	4	19	0.5	0.153225806451613	0.0428320721955959	0.0309262164649499	0.00348262593802264	0.00109170513446684	0.026132904215711	chr10	-	74894281	74927853	33572	74927853	chr10	74927644	74927939	74927808	45	1	24	1	6.42123378303763e-08	12.5	45
TIMM21	3.91657374397968	0.862307492321577	-3.05426625165811	8	124	4	17	0.5	0.137096774193548	0.0263306119770588	0.0221038000413545	0.00497702079486298	0.00111275424630969	0.0265540485361603	chr18	+	71815745	71826204	10459	71815745	chr18	72191442	72191730	72191609	48	3	21	3	2.2861893467867e-05	5.5	375864
LOC613037	2.62321423076364	5.24020988006584	2.6169956493022	8	124	4	113	0.5	0.911290322580645	0.00290175051360346	0.00593868978960138	0.0196226216539494	0.0011720084898837	0.0277929154290113	chr16	-	30234349	30256932	22583	30256932	chr16	30204883	30205680	30205072	121	5	84	5	1.3376229954456e-20	14.1666666666667	51860
ACSL1	3.46824226993084	0.918097617262994	-2.55014465266784	8	124	4	17	0.5	0.137096774193548	0.0263306119770588	0.0221038000413545	0.00546004648242797	0.00120956954223198	0.0285540164746868	chr4	-	185676748	185747268	70520	185747268	chr4	185777529	185777769	185777672	69	2	30	2	1.66734548915194e-08	10.3333333333333	-30404
STK3	2.8766194078079	0.503436618806651	-2.37318278900125	8	124	3	10	0.375	0.0806451612903226	0.0360808494211213	0.0316476786820075	0.00389267624801069	0.00123215711957409	0.028998147953468	chr8	-	99466858	99954799	487941	99954799	chr8	100025269	100025643	100025416	74	2	34	2	1.27652205410011e-09	11.6666666666667	-70617
TMED3	3.17294028510015	0.297825879376056	-2.8751144057241	8	124	3	10	0.375	0.0806451612903226	0.0360808494211213	0.0316476786820075	0.00389267624801069	0.00123215711957409	0.028998147953468	chr15	+	79603403	79677061	73658	79603403	chr15	79615277	79615615	79615458	150	6	71	4	5.9267819869169e-18	14.4	12055
GPS1	4.35313428785757	1.34662909923039	-3.00650518862718	8	124	5	26	0.625	0.209677419354839	0.0240945184295529	0.0175448434169888	0.00716517831921125	0.0012547958490335	0.0293206375842569	chr17	+	80009762	80015346	5584	80009762	chr17	79935313	79935584	79935431	41	0	20	0	0	21	-74331
OCIAD2	5.71447077961297	1.37548334591374	-4.33898743369922	8	124	6	41	0.75	0.330645161290323	0.0433884957008176	0.0238910491444001	0.00526469739203515	0.00125539950093968	0.0293206375842569	chr4	-	48887396	48908845	21449	48908845	chr4	48908673	48908900	48908782	38	1	21	1	4.64446228464871e-07	11	63
PNP	3.6734970208453	1.38594675643826	-2.28755026440704	8	124	5	26	0.625	0.209677419354839	0.0240945184295529	0.0175448434169888	0.00716517831921125	0.0012547958490335	0.0293206375842569	chr14	+	20937537	20946165	8628	20937537	chr14	20938040	20938557	20938168	61	2	32	2	4.59904626569821e-09	11	631
TMEM106C	3.78646190209121	0.728926262345866	-3.05753563974534	8	124	4	18	0.5	0.145161290322581	0.0339428447562757	0.0262735988485264	0.00489762909566215	0.00128140399000922	0.0298825743830982	chr12	+	48357329	48362661	5332	48357329	chr12	48499636	48500145	48499895	133	3	74	3	6.64630034990085e-20	18.75	142566
SMC3	4.75167399574356	1.69677835067149	-3.05489564507207	8	124	6	39	0.75	0.314516129032258	0.0328621250497097	0.0188084829457974	0.00685791605071657	0.0012841686109651	0.0299016715353207	chr10	+	112327448	112364392	36944	112327448	chr10	112174213	112174754	112174367	139	1	65	1	4.78687149265533e-20	33	-153081
DYM	3.63382674098846	0.770356683033322	-2.86347005795514	8	124	4	18	0.5	0.145161290322581	0.0339428447562757	0.0262735988485264	0.00512614497002107	0.00133505046549071	0.0309925310478267	chr18	-	46570171	46987079	416908	46987079	chr18	47013480	47013763	47013631	61	0	31	0	0	32	-26552
DHRS3	0	2.53099131486926	2.53099131486926	8	124	0	58	0	0.467741935483871	0.02668640432911	0.00922565458759233	0.0149980243679538	0.00136783732862157	0.0315156282852418	chr1	-	12627938	12677737	49799	12677737	chr1	12538779	12539067	12538927	53	2	26	2	2.07031897310279e-07	9	138810
ZWILCH	2.57214010559407	0.42138924576955	-2.15075085982452	8	124	3	10	0.375	0.0806451612903226	0.0360808494211213	0.0316476786820075	0.0046345633766837	0.00144140182068055	0.0329145069542627	chr15	+	66797420	66841822	44402	66797420	chr15	66797099	66797405	66797352	48	1	23	1	1.24095477630434e-07	12	-68
CACNB2	3.26923109843131	0.480867208723366	-2.78836388970794	8	124	5	32	0.625	0.258064516129032	0.0667258558254379	0.0389545354057593	0.00377891504755513	0.0014461032248476	0.0329728699695222	chr10	+	18429605	18830688	401083	18429605	chr10	18492812	18493187	18493067	115	1	57	1	1.18986869751493e-17	29	63462
COMMD4	3.62520670719354	1.20634677217014	-2.4188599350234	8	124	5	26	0.625	0.209677419354839	0.0240945184295529	0.0175448434169888	0.00934362383466042	0.00159277659514	0.0353725299336872	chr15	+	75628336	75634268	5932	75628336	chr15	75642244	75642612	75642393	81	2	48	2	1.35647447078101e-13	16.3333333333333	14057
ECM1	0	3.2209781035737	3.2209781035737	8	124	0	57	0	0.459677419354839	0.0295669565071837	0.0100593569482611	0.0163516495092181	0.00159761012289869	0.0353776258915087	chr1	+	150480486	150486265	5779	150480486	chr1	150524662	150525007	150524919	44	4	22	3	1.29308761937627e-05	5.75	44433
SLC38A2	1.27946247867639	4.94840893330236	3.66894645462597	8	124	4	101	0.5	0.814516129032258	0.0919213638696538	0.0547069952591724	0.00303296109488411	0.00161012493305335	0.0356034531959193	chr12	-	46751970	46766645	14675	46766645	chr12	46776924	46777279	46777048	39	1	20	1	8.94584036877455e-07	10.5	-10403
CDK4	5.86643761699508	2.0685173021651	-3.79792031482998	8	124	6	41	0.75	0.330645161290323	0.0433884957008176	0.0238910491444001	0.00789085431872679	0.00180533205394021	0.0392423521993679	chr12	-	58141509	58146230	4721	58146230	chr12	58134872	58135228	58135009	67	0	35	0	0	36	11221
ICAM3	4.53109066382075	1.33726864190837	-3.19382202191238	8	124	5	29	0.625	0.233870967741935	0.0418649759052673	0.0267507723676588	0.00709278683142252	0.00181576324582712	0.0393577567868423	chr19	-	10444451	10450345	5894	10450345	chr19	10450218	10450574	10450307	61	1	33	1	1.55268042731139e-10	17	38
ANXA2	1.54693493471093	6.18827872126766	4.64134378655673	8	124	5	111	0.625	0.895161290322581	0.0871949693948234	0.0564845755742832	0.00359870987392075	0.00193127687250356	0.041279364362496	chr15	-	60639349	60690185	50836	60690185	chr15	60700656	60700874	60700742	43	5	21	4	8.27505018319301e-05	4.4	-10557
AMZ2P1	3.76444689065561	0.951519657356294	-2.81292723329932	8	124	5	32	0.625	0.258064516129032	0.0667258558254379	0.0389545354057593	0.00571691711570332	0.00209553558606113	0.0442365259431146	chr17	-	62962667	62971703	9036	62971703	chr17	62961961	62962329	62962146	98	1	60	1	1.50586521193643e-18	30.5	9557
CD59	5.15151110099188	1.94270272562229	-3.20880837536959	8	124	6	44	0.75	0.354838709677419	0.0632838445920427	0.0527538923332972	0.00423429629831459	0.00210121749801697	0.0442956248415979	chr11	-	33724555	33758025	33470	33758025	chr11	33915081	33915770	33915289	127	4	61	2	2.30101468154583e-17	20.6666666666667	-157264
FBXO22	2.64763918677388	0.535128539173629	-2.11251064760025	8	124	3	10	0.375	0.0806451612903226	0.0360808494211213	0.0316476786820075	0.00727842749029682	0.00215970194438314	0.0449733055301898	chr15	+	76196199	76227608	31409	76196199	chr15	76050630	76051074	76050966	64	5	44	5	8.81751935019977e-10	7.5	-145233
ARID2	4.17264020873179	1.5110774879352	-2.66156272079659	8	124	6	49	0.75	0.395161290322581	0.108904559326385	0.0666383013284218	0.00369847818853584	0.00229412881755194	0.0473059227133281	chr12	+	46123619	46301819	178200	46123619	chr12	46121168	46121680	46121442	66	3	35	2	6.69070081913345e-10	12	-2177
DNAJB11	4.69020853072403	1.33304866756594	-3.35715986315808	8	124	5	30	0.625	0.241935483870968	0.0493209031148358	0.0304640429314209	0.00813971599805523	0.00230665608029559	0.0474547398152377	chr3	+	186288464	186303589	15125	186288464	chr3	186246862	186247292	186247113	96	2	43	2	3.66155829935989e-12	14.6666666666667	-41351
BCAT1	4.07192026747625	1.55004743762992	-2.52187282984633	8	124	6	41	0.75	0.330645161290323	0.0433884957008176	0.0238910491444001	0.0105745770298544	0.00234537608573271	0.0481224828912421	chr12	-	24962957	25102393	139436	25102393	chr12	24858822	24858991	24858885	39	7	20	6	0.000884149454606613	3	243508
BTG2	3.63740342481212	0.966812873500759	-2.67059055131136	8	124	4	20	0.5	0.161290322580645	0.0530469434195537	0.0360803777235107	0.00720517675050277	0.00240597071657639	0.0492342982321517	chr1	+	203274663	203278729	4066	203274663	chr1	203289980	203290444	203290219	172	9	86	7	2.52307010576547e-19	10.875	15556
WRB	2.84968043796974	0.390517374200231	-2.45916306376951	8	124	3	11	0.375	0.0887096774193548	0.0504048247970928	0.039058901864346	0.00668100810845692	0.00241411930888184	0.0493353531102341	chr21	+	40752212	40769815	17603	40752212	chr21	40721487	40721711	40721608	54	2	23	1	1.24095477630434e-07	12	-30604
IFI6	9.50011403272411	7.04256002322299	-2.45755400950112	8	124	8	121	1	0.975806451612903	1	1	0.000264394679666171	0.00244249591656043	0.0497828610685686	chr1	-	27992571	27998724	6153	27998724	chr1	27960701	27961188	27960893	62	2	32	2	4.59904626569821e-09	11	37831
